Province/State,lat,lng,Country/Region,Last Update,Confirmed,Deaths,Recovered
Henan,34.2904302,113.3823545,China,17,981,4,116
Hunan,27.6252995,111.8568586,China,17,803,1,156
Anhui,30.6006773,117.9249002,China,17,733,0,59
Jiangxi,27.0874564,114.9042208,China,17,698,0,55
Jiangsu,33.1401715,119.7889248,China,17,439,0,51
Chongqing,29.4315861,106.912251,China,17,428,2,39
Shandong,35.8939566,117.9249002,China,17,416,0,44
Sichuan,30.2638032,102.8054753,China,17,364,1,60
Beijing,39.9041999,116.4073963,China,17,315,2,34
Heilongjiang,47.1216472,128.738231,China,17,295,5,13
Shanghai,31.230416,121.473701,China,17,286,1,41
Fujian,26.4836842,117.9249002,China,17,239,0,24
Hebei,37.8956594,114.9042208,China,17,195,1,30
Shaanxi,35.3939908,109.1880047,China,17,195,0,20
Guangxi,23.7247599,108.8076195,China,17,183,0,17
Yunnan,24.4752847,101.3431058,China,17,138,0,17
Hainan,19.5663947,109.949686,China,17,124,2,14
Shanxi,37.2425649,111.8568586,China,17,115,0,21
Liaoning,41.9436543,122.5290376,China,17,105,0,8
Guizhou,26.8429645,107.2902839,China,17,89,1,7
Tianjin,39.3433574,117.3616476,China,17,88,1,4
Gansu,35.7518326,104.2861116,China,17,79,1,12
Jilin,43.837883,126.549572,China,17,69,1,4
Inner Mongolia,43.37822,115.0594815,China,17,52,0,5
Ningxia,37.198731,106.1580937,China,17,45,0,15
Xinjiang,42.5246357,87.5395855,China,17,42,0,0
Singapore,1.352083,103.819836,Singapore,17,33,0,2
Bangkok,13.7563309,100.5017651,Thailand,17,32,0,10
Hong Kong,22.3193039,114.1693611,Hong Kong,17,26,1,0
Tokyo,35.6803997,139.7690174,Japan,16,25,0,1
Seoul,37.566535,126.9779692,South Korea,16,24,0,1
Qinghai,35.744798,96.4077358,China,15,18,0,3
Taiwan,23.69781,120.960515,Taiwan,17,17,0,1
Kuala Lumpur,3.139003,101.686855,Malaysia,17,16,0,1
Berlin,52.5200066,13.404954,Germany,16,13,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,17,13,0,1
Paris,48.856614,2.3522219,France,17,11,0,0
Macau,22.198745,113.543873,Macau,15,10,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,17,7,0,0
Queensland,-20.9175738,142.7027956,Australia,16,5,0,0
New South Wales,-31.2532183,146.921099,Australia,15,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,16,3,1,0
Manchester,53.4807593,-2.2426305,UK,16,3,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Illinois,40.6331249,-89.3985283,US,10,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
Ontario,51.253775,-85.323214,Canada,13,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Madrid,40.4167754,-3.7037902,Spain,10,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,10,1,0,0
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,18,1131,1,141
Zhejiang,29.1416432,119.7889248,China,18,1075,0,201
Henan,34.2904302,113.3823545,China,18,1033,6,153
Hunan,27.6252995,111.8568586,China,18,838,1,186
Anhui,30.6006773,117.9249002,China,18,779,1,72
Jiangxi,27.0874564,114.9042208,China,18,740,0,73
Chongqing,29.4315861,106.912251,China,18,468,2,51
Jiangsu,33.1401715,119.7889248,China,18,468,0,71
Shandong,35.8939566,117.9249002,China,18,444,1,63
Sichuan,30.2638032,102.8054753,China,18,386,1,71
Beijing,39.9041999,116.4073963,China,18,326,2,37
Heilongjiang,47.1216472,128.738231,China,18,307,6,14
Shanghai,31.230416,121.473701,China,18,293,1,44
Fujian,26.4836842,117.9249002,China,18,250,0,35
Shaanxi,35.3939908,109.1880047,China,18,208,0,25
Hebei,37.8956594,114.9042208,China,18,206,2,34
Guangxi,23.7247599,108.8076195,China,18,195,1,18
Yunnan,24.4752847,101.3431058,China,18,141,0,18
Hainan,19.5663947,109.949686,China,18,131,3,19
Shanxi,37.2425649,111.8568586,China,18,119,0,25
Liaoning,41.9436543,122.5290376,China,18,107,0,12
Guizhou,26.8429645,107.2902839,China,18,99,1,7
Tianjin,39.3433574,117.3616476,China,18,91,1,4
Gansu,35.7518326,104.2861116,China,18,83,2,16
Jilin,43.837883,126.549572,China,18,78,1,12
Inner Mongolia,43.37822,115.0594815,China,18,54,0,5
Ningxia,37.198731,106.1580937,China,18,45,0,13
Xinjiang,42.5246357,87.5395855,China,18,45,0,0
Singapore,1.352083,103.819836,Singapore,18,40,0,2
Bangkok,13.7563309,100.5017651,Thailand,17,32,0,10
Hong Kong,22.3193039,114.1693611,Hong Kong,18,29,1,0
Tokyo,35.6803997,139.7690174,Japan,18,26,0,1
Seoul,37.566535,126.9779692,South Korea,18,25,0,3
Qinghai,35.744798,96.4077358,China,15,18,0,3
Taiwan,23.69781,120.960515,Taiwan,18,18,0,1
Kuala Lumpur,3.139003,101.686855,Malaysia,17,16,0,1
Berlin,52.5200066,13.404954,Germany,18,14,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,17,13,0,1
Paris,48.856614,2.3522219,France,17,11,0,0
Macau,22.198745,113.543873,Macau,15,10,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,17,7,0,0
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,15,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,16,3,1,0
Manchester,53.4807593,-2.2426305,UK,16,3,0,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
Ontario,51.253775,-85.323214,Canada,13,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,19,1159,1,167
Zhejiang,29.1416432,119.7889248,China,19,1092,0,242
Henan,34.2904302,113.3823545,China,19,1073,6,191
Hunan,27.6252995,111.8568586,China,19,879,1,208
Anhui,30.6006773,117.9249002,China,19,830,3,88
Jiangxi,27.0874564,114.9042208,China,19,771,1,105
Jiangsu,33.1401715,119.7889248,China,19,492,0,81
Chongqing,29.4315861,106.912251,China,19,486,2,66
Shandong,35.8939566,117.9249002,China,19,466,1,66
Sichuan,30.2638032,102.8054753,China,19,405,1,80
Beijing,39.9041999,116.4073963,China,19,337,2,44
Heilongjiang,47.1216472,128.738231,China,19,331,7,30
Shanghai,31.230416,121.473701,China,19,299,1,48
Fujian,26.4836842,117.9249002,China,19,261,0,39
Hebei,37.8956594,114.9042208,China,19,218,2,41
Shaanxi,35.3939908,109.1880047,China,19,213,0,30
Guangxi,23.7247599,108.8076195,China,19,210,1,24
Yunnan,24.4752847,101.3431058,China,19,149,0,19
Hainan,19.5663947,109.949686,China,19,138,3,19
Shanxi,37.2425649,111.8568586,China,18,119,0,25
Guizhou,26.8429645,107.2902839,China,19,109,1,10
Liaoning,41.9436543,122.5290376,China,19,108,0,13
Tianjin,39.3433574,117.3616476,China,19,95,1,8
Gansu,35.7518326,104.2861116,China,19,83,2,17
Jilin,43.837883,126.549572,China,19,80,1,13
Inner Mongolia,43.37822,115.0594815,China,19,58,0,5
Ningxia,37.198731,106.1580937,China,19,49,0,13
Xinjiang,42.5246357,87.5395855,China,19,49,0,0
Singapore,1.352083,103.819836,Singapore,19,45,0,2
Hong Kong,22.3193039,114.1693611,Hong Kong,19,38,1,0
Bangkok,13.7563309,100.5017651,Thailand,17,32,0,10
Seoul,37.566535,126.9779692,South Korea,19,27,0,3
Tokyo,35.6803997,139.7690174,Japan,19,26,0,4
Qinghai,35.744798,96.4077358,China,15,18,0,3
Kuala Lumpur,3.139003,101.686855,Malaysia,19,18,0,1
Taiwan,23.69781,120.960515,Taiwan,18,18,0,1
Berlin,52.5200066,13.404954,Germany,18,14,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,19,14,0,1
Paris,48.856614,2.3522219,France,17,11,0,0
Macau,22.198745,113.543873,Macau,15,10,0,1
Manchester,53.4807593,-2.2426305,UK,19,8,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,19,8,0,0
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,15,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,16,3,1,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
Ontario,51.253775,-85.323214,Canada,13,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,20,1177,1,212
Zhejiang,29.1416432,119.7889248,China,20,1117,0,270
Henan,34.2904302,113.3823545,China,20,1105,7,218
Hunan,27.6252995,111.8568586,China,20,912,1,247
Anhui,30.6006773,117.9249002,China,20,860,4,105
Jiangxi,27.0874564,114.9042208,China,20,804,1,128
Jiangsu,33.1401715,119.7889248,China,20,515,0,93
Chongqing,29.4315861,106.912251,China,20,505,3,79
Shandong,35.8939566,117.9249002,China,20,487,1,80
Sichuan,30.2638032,102.8054753,China,20,417,1,85
Heilongjiang,47.1216472,128.738231,China,20,360,8,28
Beijing,39.9041999,116.4073963,China,20,342,3,48
Shanghai,31.230416,121.473701,China,20,303,1,52
Fujian,26.4836842,117.9249002,China,20,267,0,45
Hebei,37.8956594,114.9042208,China,20,239,2,48
Shaanxi,35.3939908,109.1880047,China,20,219,0,32
Guangxi,23.7247599,108.8076195,China,20,215,1,33
Yunnan,24.4752847,101.3431058,China,20,153,0,20
Hainan,19.5663947,109.949686,China,20,144,3,20
Guizhou,26.8429645,107.2902839,China,20,127,1,17
Shanxi,37.2425649,111.8568586,China,20,124,0,30
Liaoning,41.9436543,122.5290376,China,20,111,0,19
Tianjin,39.3433574,117.3616476,China,20,106,2,10
Gansu,35.7518326,104.2861116,China,20,86,2,24
Jilin,43.837883,126.549572,China,20,81,1,18
Inner Mongolia,43.37822,115.0594815,China,19,58,0,5
Xinjiang,42.5246357,87.5395855,China,20,55,0,3
Ningxia,37.198731,106.1580937,China,20,53,0,22
Hong Kong,22.3193039,114.1693611,Hong Kong,20,49,1,0
Singapore,1.352083,103.819836,Singapore,20,47,0,9
Bangkok,13.7563309,100.5017651,Thailand,20,33,0,10
Seoul,37.566535,126.9779692,South Korea,20,28,0,3
Tokyo,35.6803997,139.7690174,Japan,20,26,0,9
Qinghai,35.744798,96.4077358,China,20,18,0,5
Kuala Lumpur,3.139003,101.686855,Malaysia,20,18,0,3
Taiwan,23.69781,120.960515,Taiwan,18,18,0,1
Berlin,52.5200066,13.404954,Germany,20,16,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,20,15,0,6
Paris,48.856614,2.3522219,France,17,11,0,0
Macau,22.198745,113.543873,Macau,15,10,0,1
Manchester,53.4807593,-2.2426305,UK,19,8,0,0
Dubai,25.2048493,55.2707828,United Arab Emirates,19,8,0,0
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,15,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,16,3,1,0
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,9,2,0,0
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,9,1,0,0
Ontario,51.253775,-85.323214,Canada,13,1,0,0
Helsinki,60.1698557,24.9383791,Finland,9,1,0,0
Tibet,30.1533605,88.7878678,China,10,1,0,0
Kathmandu,27.7172453,85.3239605,Nepal,9,1,0,0
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,20,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,21,1219,1,275
Henan,34.2904302,113.3823545,China,21,1135,8,246
Zhejiang,29.1416432,119.7889248,China,21,1131,0,321
Hunan,27.6252995,111.8568586,China,21,946,2,304
Anhui,30.6006773,117.9249002,China,21,889,4,127
Jiangxi,27.0874564,114.9042208,China,21,844,1,152
Jiangsu,33.1401715,119.7889248,China,21,543,0,125
Chongqing,29.4315861,106.912251,China,21,518,3,102
Shandong,35.8939566,117.9249002,China,21,497,2,92
Sichuan,30.2638032,102.8054753,China,21,436,1,92
Heilongjiang,47.1216472,128.738231,China,21,378,8,31
Beijing,39.9041999,116.4073963,China,21,352,3,56
Shanghai,31.230416,121.473701,China,21,311,1,57
Fujian,26.4836842,117.9249002,China,21,272,0,53
Hebei,37.8956594,114.9042208,China,21,251,2,54
Shaanxi,35.3939908,109.1880047,China,21,225,0,43
Guangxi,23.7247599,108.8076195,China,21,222,1,32
Hainan,19.5663947,109.949686,China,21,157,4,27
Yunnan,24.4752847,101.3431058,China,21,154,0,26
Guizhou,26.8429645,107.2902839,China,21,133,1,18
Shanxi,37.2425649,111.8568586,China,21,126,0,33
Liaoning,41.9436543,122.5290376,China,21,116,1,20
Tianjin,39.3433574,117.3616476,China,21,112,2,11
Gansu,35.7518326,104.2861116,China,21,87,2,31
Jilin,43.837883,126.549572,China,21,83,1,22
Inner Mongolia,43.37822,115.0594815,China,21,60,0,6
Xinjiang,42.5246357,87.5395855,China,21,59,0,3
Ningxia,37.198731,106.1580937,China,21,58,0,24
Hong Kong,22.3193039,114.1693611,Hong Kong,21,50,1,1
Singapore,1.352083,103.819836,Singapore,21,50,0,15
Bangkok,13.7563309,100.5017651,Thailand,20,33,0,10
Tokyo,35.6803997,139.7690174,Japan,21,28,0,9
Seoul,37.566535,126.9779692,South Korea,21,28,0,7
Qinghai,35.744798,96.4077358,China,21,18,0,9
Kuala Lumpur,3.139003,101.686855,Malaysia,20,18,0,3
Taiwan,23.69781,120.960515,Taiwan,18,18,0,1
Berlin,52.5200066,13.404954,Germany,20,16,0,0
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,20,15,0,6
Paris,48.856614,2.3522219,France,21,11,0,2
Macau,22.198745,113.543873,Macau,21,10,0,2
Manchester,53.4807593,-2.2426305,UK,21,9,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,21,8,0,1
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,15,4,0,2
Victoria,28.8052674,-97.0035982,Australia,10,4,0,0
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,12,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
California,36.778261,-119.4179324,US,20,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,22,1241,2,314
Henan,34.2904302,113.3823545,China,22,1169,10,296
Zhejiang,29.1416432,119.7889248,China,22,1145,0,360
Hunan,27.6252995,111.8568586,China,22,968,2,339
Anhui,30.6006773,117.9249002,China,22,910,5,157
Jiangxi,27.0874564,114.9042208,China,22,872,1,170
Jiangsu,33.1401715,119.7889248,China,22,570,0,139
Chongqing,29.4315861,106.912251,China,22,529,4,128
Shandong,35.8939566,117.9249002,China,22,509,2,105
Sichuan,30.2638032,102.8054753,China,22,451,1,104
Heilongjiang,47.1216472,128.738231,China,22,395,9,33
Beijing,39.9041999,116.4073963,China,22,366,3,69
Shanghai,31.230416,121.473701,China,22,315,1,62
Fujian,26.4836842,117.9249002,China,22,279,0,57
Hebei,37.8956594,114.9042208,China,22,265,3,68
Shaanxi,35.3939908,109.1880047,China,22,229,0,46
Guangxi,23.7247599,108.8076195,China,22,222,2,33
Hainan,19.5663947,109.949686,China,22,157,4,30
Yunnan,24.4752847,101.3431058,China,22,156,0,27
Guizhou,26.8429645,107.2902839,China,22,135,1,27
Shanxi,37.2425649,111.8568586,China,22,126,0,36
Tianjin,39.3433574,117.3616476,China,22,119,3,21
Liaoning,41.9436543,122.5290376,China,22,117,1,22
Gansu,35.7518326,104.2861116,China,22,90,2,39
Jilin,43.837883,126.549572,China,22,84,1,24
Ningxia,37.198731,106.1580937,China,22,64,0,24
Xinjiang,42.5246357,87.5395855,China,22,63,1,6
Inner Mongolia,43.37822,115.0594815,China,22,61,0,6
Singapore,1.352083,103.819836,Singapore,22,58,0,15
Hong Kong,22.3193039,114.1693611,Hong Kong,22,53,1,1
Bangkok,13.7563309,100.5017651,Thailand,22,33,0,12
Tokyo,35.6803997,139.7690174,Japan,22,28,1,9
Seoul,37.566535,126.9779692,South Korea,21,28,0,7
Kuala Lumpur,3.139003,101.686855,Malaysia,22,19,0,3
Qinghai,35.744798,96.4077358,China,22,18,0,11
Taiwan,23.69781,120.960515,Taiwan,18,18,0,1
Berlin,52.5200066,13.404954,Germany,22,16,0,1
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,21,11,0,2
Macau,22.198745,113.543873,Macau,22,10,0,3
Manchester,53.4807593,-2.2426305,UK,21,9,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,21,8,0,1
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,22,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
Stockholm,59.3293235,18.0685808,Sweden,10,1,0,0
Massachusetts,42.4072107,-71.3824374,US,10,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Wisconsin,43.7844397,-88.7878678,US,14,1,0,0
California,36.778261,-119.4179324,US,10,1,0,0
Texas,31.9685988,-99.9018131,US,22,1,0,0
Washington,47.7510741,-120.7401385,US,18,1,0,1
Arizona,34.0489281,-111.0937311,US,10,1,0,0
Guangdong,23.3790333,113.7632828,China,23,1261,2,362
Henan,34.2904302,113.3823545,China,23,1184,11,357
Zhejiang,29.1416432,119.7889248,China,23,1155,0,403
Hunan,27.6252995,111.8568586,China,23,988,2,364
Anhui,30.6006773,117.9249002,China,23,934,6,193
Jiangxi,27.0874564,114.9042208,China,23,900,1,187
Jiangsu,33.1401715,119.7889248,China,23,593,0,157
Chongqing,29.4315861,106.912251,China,23,537,5,152
Shandong,35.8939566,117.9249002,China,23,523,2,136
Sichuan,30.2638032,102.8054753,China,23,463,1,114
Heilongjiang,47.1216472,128.738231,China,23,419,11,47
Beijing,39.9041999,116.4073963,China,23,372,3,80
Shanghai,31.230416,121.473701,China,23,318,1,90
Hebei,37.8956594,114.9042208,China,23,283,3,87
Fujian,26.4836842,117.9249002,China,23,281,0,63
Shaanxi,35.3939908,109.1880047,China,23,230,0,54
Guangxi,23.7247599,108.8076195,China,23,226,2,36
Yunnan,24.4752847,101.3431058,China,23,162,0,36
Hainan,19.5663947,109.949686,China,23,159,4,43
Guizhou,26.8429645,107.2902839,China,23,140,1,28
Shanxi,37.2425649,111.8568586,China,23,127,0,38
Tianjin,39.3433574,117.3616476,China,23,120,3,31
Liaoning,41.9436543,122.5290376,China,23,119,1,29
Gansu,35.7518326,104.2861116,China,22,90,2,39
Jilin,43.837883,126.549572,China,23,86,1,25
Ningxia,37.198731,106.1580937,China,23,67,0,24
Singapore,1.352083,103.819836,Singapore,23,67,0,17
Inner Mongolia,43.37822,115.0594815,China,23,65,0,6
Xinjiang,42.5246357,87.5395855,China,23,65,1,6
Hong Kong,22.3193039,114.1693611,Hong Kong,23,56,1,1
Bangkok,13.7563309,100.5017651,Thailand,22,33,0,12
Tokyo,35.6803997,139.7690174,Japan,23,29,1,9
Seoul,37.566535,126.9779692,South Korea,21,28,0,7
Kuala Lumpur,3.139003,101.686855,Malaysia,22,19,0,3
Qinghai,35.744798,96.4077358,China,22,18,0,11
Taiwan,23.69781,120.960515,Taiwan,23,18,0,2
Berlin,52.5200066,13.404954,Germany,22,16,0,1
Ho Chi Minh City,10.8230989,106.6296638,Vietnam,22,16,0,7
Paris,48.856614,2.3522219,France,21,11,0,2
Macau,22.198745,113.543873,Macau,22,10,0,3
Manchester,53.4807593,-2.2426305,UK,21,9,0,1
Dubai,25.2048493,55.2707828,United Arab Emirates,21,8,0,1
Queensland,-20.9175738,142.7027956,Australia,18,5,0,0
New South Wales,-31.2532183,146.921099,Australia,22,4,0,4
Victoria,28.8052674,-97.0035982,Australia,22,4,0,4
British Columbia,53.7266683,-127.6476205,Canada,16,4,0,0
Mumbai,19.0759837,72.8776559,India,22,3,0,0
Rome,41.9027835,12.4963655,Italy,16,3,0,0
Quezon City,14.6760413,121.0437003,Philippines,21,3,1,1
South Australia,-30.0002315,136.2091547,Australia,11,2,0,0
Ontario,51.253775,-85.323214,Canada,13,2,0,0
Moscow,55.755826,37.6172999,Russia,21,2,0,2
Madrid,40.4167754,-3.7037902,Spain,18,2,0,0
Illinois,40.6331249,-89.3985283,US,18,2,0,2
California,36.778261,-119.4179324,US,12,2,0,0
California,36.778261,-119.4179324,US,22,2,0,0
California,36.778261,-119.4179324,US,12,2,0,0
Brussels,50.8503463,4.3517211,Belgium,13,1,0,0
Phnom Penh,11.5563738,104.9282099,Cambodia,21,1,0,1
Ontario,51.253775,-85.323214,Canada,21,1,0,1
Cairo,30.0444196,31.2357116,Egypt,23,1,0,0
Helsinki,60.1698557,24.9383791,Finland,21,1,0,1
Tibet,30.1533605,88.7878678,China,21,1,0,1
Kathmandu,27.7172453,85.3239605,Nepal,21,1,0,1
Colombo,6.9270786,79.861243,Sri Lanka,17,1,0,1
